2024-06-03 09:38:08,090 DEBUG   HandlerThread:11448 [handler.py:handle_request():158] handle_request: python_packages
2024-06-03 09:38:08,091 DEBUG   SenderThread:11448 [sender.py:send_request():405] send_request: python_packages
2024-06-03 09:38:08,093 DEBUG   HandlerThread:11448 [handler.py:handle_request():158] handle_request: stop_status
2024-06-03 09:38:08,096 DEBUG   SenderThread:11448 [sender.py:send_request():405] send_request: stop_status
2024-06-03 09:38:08,392 DEBUG   SenderThread:11448 [sender.py:send():378] send: telemetry
2024-06-03 09:38:08,392 DEBUG   SenderThread:11448 [sender.py:send():378] send: telemetry
2024-06-03 09:38:08,392 DEBUG   SenderThread:11448 [sender.py:send():378] send: config
2024-06-03 09:38:08,398 INFO    Thread-16 :11448 [dir_watcher.py:_on_file_created():271] file/dir created: E:\JYZ_projects_python\J230724_NLP_lab640\J240601_TPLinker\TPlinker-ycy-main\TPLinker\tplinker\wandb\run-20240603_093748-c6mru4xt\files\requirements.txt
2024-06-03 09:38:08,400 DEBUG   SenderThread:11448 [sender.py:send():378] send: exit
2024-06-03 09:38:08,400 INFO    SenderThread:11448 [sender.py:send_exit():585] handling exit code: 1
2024-06-03 09:38:08,401 INFO    SenderThread:11448 [sender.py:send_exit():587] handling runtime: 16
2024-06-03 09:38:08,430 INFO    SenderThread:11448 [sender.py:_save_file():1389] saving file wandb-summary.json with policy end
2024-06-03 09:38:08,431 INFO    SenderThread:11448 [sender.py:send_exit():593] send defer
2024-06-03 09:38:08,432 DEBUG   HandlerThread:11448 [handler.py:handle_request():158] handle_request: defer
2024-06-03 09:38:08,432 INFO    HandlerThread:11448 [handler.py:handle_request_defer():184] handle defer: 0
2024-06-03 09:38:08,433 DEBUG   SenderThread:11448 [sender.py:send_request():405] send_request: defer
2024-06-03 09:38:08,433 INFO    SenderThread:11448 [sender.py:send_request_defer():609] handle sender defer: 0
2024-06-03 09:38:08,434 INFO    SenderThread:11448 [sender.py:transition_state():613] send defer: 1
2024-06-03 09:38:08,434 DEBUG   HandlerThread:11448 [handler.py:handle_request():158] handle_request: defer
2024-06-03 09:38:08,434 INFO    HandlerThread:11448 [handler.py:handle_request_defer():184] handle defer: 1
2024-06-03 09:38:08,435 DEBUG   SenderThread:11448 [sender.py:send_request():405] send_request: defer
2024-06-03 09:38:08,435 INFO    SenderThread:11448 [sender.py:send_request_defer():609] handle sender defer: 1
2024-06-03 09:38:08,435 INFO    SenderThread:11448 [sender.py:transition_state():613] send defer: 2
2024-06-03 09:38:08,436 DEBUG   HandlerThread:11448 [handler.py:handle_request():158] handle_request: defer
2024-06-03 09:38:08,436 INFO    HandlerThread:11448 [handler.py:handle_request_defer():184] handle defer: 2
2024-06-03 09:38:08,436 INFO    HandlerThread:11448 [system_monitor.py:finish():203] Stopping system monitor
2024-06-03 09:38:08,437 INFO    HandlerThread:11448 [interfaces.py:finish():200] Joined cpu monitor
2024-06-03 09:38:08,438 INFO    HandlerThread:11448 [interfaces.py:finish():200] Joined disk monitor
2024-06-03 09:38:08,439 INFO    HandlerThread:11448 [interfaces.py:finish():200] Joined memory monitor
2024-06-03 09:38:08,439 INFO    HandlerThread:11448 [interfaces.py:finish():200] Joined network monitor
2024-06-03 09:38:08,440 DEBUG   SystemMonitor:11448 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-06-03 09:38:08,440 DEBUG   SystemMonitor:11448 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-06-03 09:38:08,440 DEBUG   SystemMonitor:11448 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-06-03 09:38:08,443 DEBUG   SenderThread:11448 [sender.py:send_request():405] send_request: defer
2024-06-03 09:38:08,443 INFO    SenderThread:11448 [sender.py:send_request_defer():609] handle sender defer: 2
2024-06-03 09:38:08,443 INFO    SenderThread:11448 [sender.py:transition_state():613] send defer: 3
2024-06-03 09:38:08,443 DEBUG   SenderThread:11448 [sender.py:send():378] send: stats
2024-06-03 09:38:08,444 DEBUG   HandlerThread:11448 [handler.py:handle_request():158] handle_request: defer
2024-06-03 09:38:08,445 INFO    HandlerThread:11448 [handler.py:handle_request_defer():184] handle defer: 3
2024-06-03 09:38:08,445 DEBUG   SenderThread:11448 [sender.py:send_request():405] send_request: defer
2024-06-03 09:38:08,446 INFO    SenderThread:11448 [sender.py:send_request_defer():609] handle sender defer: 3
2024-06-03 09:38:08,446 INFO    SenderThread:11448 [sender.py:transition_state():613] send defer: 4
2024-06-03 09:38:08,446 DEBUG   HandlerThread:11448 [handler.py:handle_request():158] handle_request: defer
2024-06-03 09:38:08,447 INFO    HandlerThread:11448 [handler.py:handle_request_defer():184] handle defer: 4
2024-06-03 09:38:08,447 DEBUG   SenderThread:11448 [sender.py:send_request():405] send_request: defer
2024-06-03 09:38:08,448 INFO    SenderThread:11448 [sender.py:send_request_defer():609] handle sender defer: 4
2024-06-03 09:38:08,448 INFO    SenderThread:11448 [sender.py:transition_state():613] send defer: 5
2024-06-03 09:38:08,448 DEBUG   HandlerThread:11448 [handler.py:handle_request():158] handle_request: defer
2024-06-03 09:38:08,449 INFO    HandlerThread:11448 [handler.py:handle_request_defer():184] handle defer: 5
2024-06-03 09:38:08,449 DEBUG   SenderThread:11448 [sender.py:send():378] send: summary
2024-06-03 09:38:08,451 INFO    SenderThread:11448 [sender.py:_save_file():1389] saving file wandb-summary.json with policy end
2024-06-03 09:38:08,453 DEBUG   SenderThread:11448 [sender.py:send_request():405] send_request: defer
2024-06-03 09:38:08,453 INFO    SenderThread:11448 [sender.py:send_request_defer():609] handle sender defer: 5
2024-06-03 09:38:08,453 INFO    SenderThread:11448 [sender.py:transition_state():613] send defer: 6
2024-06-03 09:38:08,453 DEBUG   HandlerThread:11448 [handler.py:handle_request():158] handle_request: defer
2024-06-03 09:38:08,454 INFO    HandlerThread:11448 [handler.py:handle_request_defer():184] handle defer: 6
2024-06-03 09:38:08,454 DEBUG   SenderThread:11448 [sender.py:send_request():405] send_request: defer
2024-06-03 09:38:08,455 INFO    SenderThread:11448 [sender.py:send_request_defer():609] handle sender defer: 6
2024-06-03 09:38:08,465 DEBUG   HandlerThread:11448 [handler.py:handle_request():158] handle_request: status_report
2024-06-03 09:38:08,725 INFO    SenderThread:11448 [sender.py:transition_state():613] send defer: 7
2024-06-03 09:38:08,725 DEBUG   HandlerThread:11448 [handler.py:handle_request():158] handle_request: defer
